GA_ID,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
14,0,0,0,0,0,0,0,94079.9375,73965.20361,134436.376,6719.806152,26878.9751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,565072.4746,152829.9346,146181.959,6666.588379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28202.18829,0,0,0,0,0,0
19,0,0,0,0,0,0,0,639951.4512,801774.1676,731253.6582,130618.1616,638128.5566,245884.581,130624.2358,84820.7251,32639.74316,215400.6494,6522.498535,0,0,0,0,0,0,0,0,0,0,0,0,65442.1582,112172.4686,568025.2474
18,0,0,0,0,0,0,0,2354434.323,860774.4741,860802.9395,13382.30908,6671.391602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13531.65527,0,0,0,0,0,0
23,0,0,0,0,0,0,0,2.60E+07,1.28E+07,7873865.165,1757540.528,5427973.224,504153.4789,84409.55859,176841.1707,421900.0701,1273177.093,0,0,0,0,0,0,0,0,0,19582.44092,0,0,0,598217.4658,5844130.903,1.04E+07
17,0,0,0,0,0,0,0,6479772.917,7641440.135,5573165.841,507460.2427,1130535.65,112254.4961,33009.17285,33055.17578,46268.70801,264175.5127,0,0,0,0,0,0,0,0,0,112573.7485,0,0,0,1063408.922,2402289.115,1.12E+07
34,0,0,0,0,0,0,0,574755.011,464831.6631,415688.553,0,1527.162328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108661.8271,0,0,0,0,0,0
32,913885.9312,1017776.375,402079.0703,3038787.276,4440458.548,4863446.632,2281505.728,5.03E+07,3.64E+07,5.34E+07,2.99E+07,6.06E+07,1.69E+07,8834835.617,1.14E+07,7496488.178,8094435.943,3621334.189,4216475.177,2328445.594,1944026.897,1639386.655,1127042.113,61199.44184,0,0,122629.5752,51804.96582,738085.6245,1056301.055,2561932.531,3.20E+07,1.72E+07
22,0,0,0,0,0,0,0,198948.0762,119402.5352,99503.13379,0,24869.88925,0,0,0,0,6633.900879,0,0,0,0,0,0,0,0,0,6636.265625,0,0,0,6634.220703,6634.220703,337015.2492
33,0,0,0,0,0,0,0,478011.2556,625859.1236,566410.7216,87086.0625,822326.9451,214212.5407,100765.0698,114199.0117,80610.62109,188024.4194,0,0,0,0,0,0,0,0,0,114039.5811,0,0,0,0,8408.545021,415834.802
25,0,0,0,0,0,0,0,4627657.18,4712993.83,4356588.092,329243.7816,1168867.909,190285.2217,18050.01937,64766.03313,84443.59416,402014.1186,0,0,0,0,0,0,0,0,0,0,0,0,0,91797.21631,734357.7282,2776606
29,38987.28857,149438.5649,58498.18359,224249.5061,276278.992,172292.0847,22731.09207,3.32E+07,1.60E+07,1.50E+07,5258968.596,1.74E+07,7905683.674,6724801.013,9078833.36,1239125.324,2908941.953,769722.299,1982254.826,247267.3604,21664.51546,38992.35742,45486.5376,0,0,0,0,0,727562.8301,220890.0479,844169.0494,4106676.206,8736050.396
24,0,0,0,0,0,0,0,113435.4159,93402.80599,93398.03206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
